deviation_factor,midpoint
1.0,"(5, 34)"
1.0,"(6, 34)"
1.0,"(7, 34)"
1.0,"(8, 34)"
1.0,"(9, 34)"
1.0,"(10, 34)"
1.0,"(11, 34)"
1.0,"(12, 34)"
1.0,"(13, 34)"
1.0,"(14, 34)"
1.0,"(15, 34)"
1.0,"(16, 34)"
1.0,"(17, 34)"
1.0,"(18, 34)"
1.0,"(19, 34)"
1.0,"(20, 34)"
1.0,"(21, 34)"
1.0,"(22, 34)"
1.0,"(23, 34)"
1.0,"(24, 34)"
1.0,"(25, 34)"
1.0,"(26, 34)"
1.0,"(27, 34)"
1.0,"(28, 34)"
1.0,"(29, 34)"
1.0,"(30, 34)"
1.0,"(31, 34)"
1.0,"(32, 34)"
1.0,"(33, 34)"
1.0,"(34, 34)"
1.0,"(35, 34)"
1.0,"(35, 35)"
1.05,"(5, 35)"
1.05,"(6, 35)"
1.05,"(7, 35)"
1.05,"(8, 35)"
1.05,"(9, 35)"
1.05,"(10, 33)"
1.05,"(11, 33)"
1.05,"(12, 33)"
1.05,"(13, 33)"
1.05,"(14, 33)"
1.05,"(15, 35)"
1.05,"(16, 35)"
1.05,"(17, 35)"
1.05,"(18, 35)"
1.05,"(19, 35)"
1.05,"(20, 33)"
1.05,"(21, 33)"
1.05,"(22, 33)"
1.05,"(23, 33)"
1.05,"(24, 33)"
1.05,"(25, 35)"
1.05,"(26, 35)"
1.05,"(27, 35)"
1.05,"(28, 35)"
1.05,"(29, 35)"
1.05,"(30, 33)"
1.05,"(31, 33)"
1.05,"(32, 33)"
1.05,"(33, 33)"
1.05,"(34, 33)"
1.05,"(35, 33)"
1.05,"(35, 36)"
1.1,"(5, 36)"
1.1,"(6, 36)"
1.1,"(7, 36)"
1.1,"(8, 36)"
1.1,"(9, 36)"
1.1,"(10, 32)"
1.1,"(11, 32)"
1.1,"(12, 32)"
1.1,"(13, 32)"
1.1,"(14, 32)"
1.1,"(15, 36)"
1.1,"(16, 36)"
1.1,"(17, 36)"
1.1,"(18, 36)"
1.1,"(19, 36)"
1.1,"(20, 32)"
1.1,"(21, 32)"
1.1,"(22, 32)"
1.1,"(23, 32)"
1.1,"(24, 32)"
1.1,"(25, 36)"
1.1,"(26, 36)"
1.1,"(27, 36)"
1.1,"(28, 36)"
1.1,"(29, 36)"
1.1,"(30, 32)"
1.1,"(31, 32)"
1.1,"(32, 32)"
1.1,"(33, 32)"
1.1,"(34, 32)"
1.1,"(35, 32)"
1.1,"(35, 37)"
1.15,"(5, 37)"
1.15,"(6, 37)"
1.15,"(7, 37)"
1.15,"(8, 37)"
1.15,"(9, 37)"
1.15,"(10, 31)"
1.15,"(11, 31)"
1.15,"(12, 31)"
1.15,"(13, 31)"
1.15,"(14, 31)"
1.15,"(15, 37)"
1.15,"(16, 37)"
1.15,"(17, 37)"
1.15,"(18, 37)"
1.15,"(19, 37)"
1.15,"(20, 31)"
1.15,"(21, 31)"
1.15,"(22, 31)"
1.15,"(23, 31)"
1.15,"(24, 31)"
1.15,"(25, 37)"
1.15,"(26, 37)"
1.15,"(27, 37)"
1.15,"(28, 37)"
1.15,"(29, 37)"
1.15,"(30, 31)"
1.15,"(31, 31)"
1.15,"(32, 31)"
1.15,"(33, 31)"
1.15,"(34, 31)"
1.15,"(35, 31)"
1.15,"(35, 38)"
1.2,"(5, 38)"
1.2,"(5, 39)"
1.2,"(6, 38)"
1.2,"(6, 39)"
1.2,"(7, 38)"
1.2,"(7, 39)"
1.2,"(8, 38)"
1.2,"(8, 39)"
1.2,"(9, 38)"
1.2,"(9, 39)"
1.2,"(10, 30)"
1.2,"(10, 39)"
1.2,"(11, 30)"
1.2,"(11, 39)"
1.2,"(12, 30)"
1.2,"(12, 39)"
1.2,"(13, 30)"
1.2,"(13, 39)"
1.2,"(14, 30)"
1.2,"(14, 39)"
1.2,"(15, 38)"
1.2,"(15, 39)"
1.2,"(16, 38)"
1.2,"(16, 39)"
1.2,"(17, 38)"
1.2,"(17, 39)"
1.2,"(18, 38)"
1.2,"(18, 39)"
1.2,"(19, 38)"
1.2,"(19, 39)"
1.2,"(20, 30)"
1.2,"(20, 39)"
1.2,"(21, 30)"
1.2,"(21, 39)"
1.2,"(22, 30)"
1.2,"(22, 39)"
1.2,"(23, 30)"
1.2,"(23, 39)"
1.2,"(24, 30)"
1.2,"(24, 39)"
1.2,"(25, 38)"
1.2,"(25, 39)"
1.2,"(26, 38)"
1.2,"(26, 39)"
1.2,"(27, 38)"
1.2,"(27, 39)"
1.2,"(28, 38)"
1.2,"(28, 39)"
1.2,"(29, 38)"
1.2,"(29, 39)"
1.2,"(30, 30)"
1.2,"(30, 39)"
1.2,"(31, 30)"
1.2,"(31, 39)"
1.2,"(32, 30)"
1.2,"(32, 39)"
1.2,"(33, 30)"
1.2,"(33, 39)"
1.2,"(34, 30)"
1.2,"(34, 39)"
1.2,"(35, 30)"
1.2,"(35, 39)"
1.25,"(5, 29)"
1.25,"(6, 29)"
1.25,"(7, 29)"
1.25,"(8, 29)"
1.25,"(9, 29)"
1.25,"(10, 29)"
1.25,"(11, 29)"
1.25,"(12, 29)"
1.25,"(13, 29)"
1.25,"(14, 29)"
1.25,"(15, 29)"
1.25,"(16, 29)"
1.25,"(17, 29)"
1.25,"(18, 29)"
1.25,"(19, 29)"
1.25,"(20, 29)"
1.25,"(21, 29)"
1.25,"(22, 29)"
1.25,"(23, 29)"
1.25,"(24, 29)"
1.25,"(25, 29)"
1.25,"(26, 29)"
1.25,"(27, 29)"
1.25,"(28, 29)"
1.25,"(29, 29)"
1.25,"(30, 29)"
1.25,"(31, 29)"
1.25,"(32, 29)"
1.25,"(33, 29)"
1.25,"(34, 29)"
1.25,"(35, 29)"
1.3,"(5, 28)"
1.3,"(6, 28)"
1.3,"(7, 28)"
1.3,"(8, 28)"
1.3,"(9, 28)"
1.3,"(15, 28)"
1.3,"(16, 28)"
1.3,"(17, 28)"
1.3,"(18, 28)"
1.3,"(19, 28)"
1.3,"(25, 28)"
1.3,"(26, 28)"
1.3,"(27, 28)"
1.3,"(28, 28)"
1.3,"(29, 28)"
1.3,"(35, 28)"
1.35,"(5, 27)"
1.35,"(6, 27)"
1.35,"(7, 27)"
1.35,"(8, 27)"
1.35,"(9, 27)"
1.35,"(15, 27)"
1.35,"(16, 27)"
1.35,"(17, 27)"
1.35,"(18, 27)"
1.35,"(19, 27)"
1.35,"(25, 27)"
1.35,"(26, 27)"
1.35,"(27, 27)"
1.35,"(28, 27)"
1.35,"(29, 27)"
1.35,"(35, 27)"
1.4,"(5, 26)"
1.4,"(6, 26)"
1.4,"(7, 26)"
1.4,"(8, 26)"
1.4,"(9, 26)"
1.4,"(15, 26)"
1.4,"(16, 26)"
1.4,"(17, 26)"
1.4,"(18, 26)"
1.4,"(19, 26)"
1.4,"(25, 26)"
1.4,"(26, 26)"
1.4,"(27, 26)"
1.4,"(28, 26)"
1.4,"(29, 26)"
1.4,"(35, 26)"
1.45,"(5, 25)"
1.45,"(6, 25)"
1.45,"(7, 25)"
1.45,"(8, 25)"
1.45,"(9, 25)"
1.45,"(15, 25)"
1.45,"(16, 25)"
1.45,"(17, 25)"
1.45,"(18, 25)"
1.45,"(19, 25)"
1.45,"(25, 25)"
1.45,"(26, 25)"
1.45,"(27, 25)"
1.45,"(28, 25)"
1.45,"(29, 25)"
1.45,"(35, 25)"
1.5,"(5, 24)"
1.5,"(6, 24)"
1.5,"(7, 24)"
1.5,"(8, 24)"
1.5,"(9, 24)"
1.5,"(10, 24)"
1.5,"(11, 24)"
1.5,"(12, 24)"
1.5,"(13, 24)"
1.5,"(14, 24)"
1.5,"(15, 24)"
1.5,"(16, 24)"
1.5,"(17, 24)"
1.5,"(18, 24)"
1.5,"(19, 24)"
1.5,"(20, 24)"
1.5,"(21, 24)"
1.5,"(22, 24)"
1.5,"(23, 24)"
1.5,"(24, 24)"
1.5,"(25, 24)"
1.5,"(26, 24)"
1.5,"(27, 24)"
1.5,"(28, 24)"
1.5,"(29, 24)"
1.5,"(30, 24)"
1.5,"(31, 24)"
1.5,"(32, 24)"
1.5,"(33, 24)"
1.5,"(34, 24)"
1.5,"(35, 24)"
1.55,"(10, 23)"
1.55,"(11, 23)"
1.55,"(12, 23)"
1.55,"(13, 23)"
1.55,"(14, 23)"
1.55,"(20, 23)"
1.55,"(21, 23)"
1.55,"(22, 23)"
1.55,"(23, 23)"
1.55,"(24, 23)"
1.55,"(30, 23)"
1.55,"(31, 23)"
1.55,"(32, 23)"
1.55,"(33, 23)"
1.55,"(34, 23)"
1.55,"(35, 23)"
1.6,"(10, 22)"
1.6,"(11, 22)"
1.6,"(12, 22)"
1.6,"(13, 22)"
1.6,"(14, 22)"
1.6,"(20, 22)"
1.6,"(21, 22)"
1.6,"(22, 22)"
1.6,"(23, 22)"
1.6,"(24, 22)"
1.6,"(30, 22)"
1.6,"(31, 22)"
1.6,"(32, 22)"
1.6,"(33, 22)"
1.6,"(34, 22)"
1.6,"(35, 22)"
1.65,"(10, 21)"
1.65,"(11, 21)"
1.65,"(12, 21)"
1.65,"(13, 21)"
1.65,"(14, 21)"
1.65,"(20, 21)"
1.65,"(21, 21)"
1.65,"(22, 21)"
1.65,"(23, 21)"
1.65,"(24, 21)"
1.65,"(30, 21)"
1.65,"(31, 21)"
1.65,"(32, 21)"
1.65,"(33, 21)"
1.65,"(34, 21)"
1.65,"(35, 21)"
1.7,"(10, 20)"
1.7,"(11, 20)"
1.7,"(12, 20)"
1.7,"(13, 20)"
1.7,"(14, 20)"
1.7,"(20, 20)"
1.7,"(21, 20)"
1.7,"(22, 20)"
1.7,"(23, 20)"
1.7,"(24, 20)"
1.7,"(30, 20)"
1.7,"(31, 20)"
1.7,"(32, 20)"
1.7,"(33, 20)"
1.7,"(34, 20)"
1.7,"(35, 20)"
1.75,"(5, 19)"
